StockCode,Description,AvgPrice,TotalQuantitySold,UniqueCustomers
84455,set of 3 rabbit carrots easter,0.85,78,15
84456,set of 3 rabbit egg easter,0.85,33,12
84457,set3 rabbits flower skippping rope,0.8500000000000001,252,37
84458,s3 rabbit flowereggcarrot rope,0.85,123,17
84459A,pink metal chicken heart,1.4812727272727273,1126,96
84459B,yellow metal chicken heart,1.4831914893617022,1341,115
84461,12 pink henchicks in basket,2.55,90,33
84462,3 pink henchicks in basket,1.2353846153846153,99,13
84464,s60 pink fluffy chicks in box,2.4954545454545456,82,10
84465,15 pink fluffy chicks in box,2.95,29,18
84466,top secret pen set,1.213265306122449,1210,34
84467,english rose design quilted throw,21.212222222222223,306,40
84469,rose des padded floor cushion,4.370769230769231,653,35
84472,pink and lilac quilted throw,44.272000000000006,33,23
84482,buttons design jewellery box,3.75,71,22
84493,bluepink nest stripe box,1.5619999999999998,1142,5
84497,buttons and stripes notebook,3.75,90,29
84499,black flower candle plate,0.829,294,16
84507B,stripes design monkey doll,2.3649999999999998,1319,52
84507C,blue circles design monkey doll,2.415079365079365,425,27
84508A,camoflage design teddy,2.4385714285714286,3805,51
84508B,stripes design teddy,2.55,159,40
84508C,blue circles design teddy,2.55,96,22
84509A,english rose placemats,3.7645555555555554,1179,180
84509B,fairy cake placemats,3.721631205673759,559,101
84509C,dotty placemats,3.7055555555555553,202,45
84509E,carousel placemats,2.6316666666666664,133,11
84509F,new england placemats,3.6802325581395348,2776,32
84509G,fairy cake placemats,3.3508,761,96
84510A,set of 4 english rose coasters,1.2598709677419355,2166,200
84510B,set of 4 fairy cakes coasters,1.2387128712871287,1094,71
84510C,set of 4 polkadots coasters,1.2832835820895523,224,49
84510E,set of 4 green carousel coasters,1.0230769230769232,128,12
84510F,set of 4 new england coasters,1.2193548387096773,1092,23
84519A,tomato charlielola coaster set,2.340759493670886,1139,96
84519B,carrot charlielola coaster set,1.9856050955414013,797,98
84520B,pack 20 english rose paper napkins,0.8418029739776951,6598,327
84520D,pack of 20 fairy cake paper napkins,0.8465573770491803,619,53
84522,pink party sunglasses,1.9125,178,19
84526,giant black sunglasses,1.95,84,23
84527,flames sunglasses pink lenses,1.9349999999999998,71,19
84529A,pink knitted kids rucksack,6.75,24,9
84529C,yellow knitted kids rucksack,6.75,33,9
84531A,pink knitted egg cosy,1.131,181,35
84531B,blue knitted egg cosy,1.1289473684210527,187,35
84532B,fairy cakes rectangluar boxes,5.95,38,21
84533B,fairy cakes round nesting boxes,5.813157894736842,52,17
84534B,fairy cake notebook a5 size,0.85,721,69
84535A,english rose notebook a6 size,0.6453061224489796,575,44
84535B,fairy cakes notebook a6 size,0.6568503937007875,2566,141
84536A,english rose notebook a7 size,0.4219294117647059,4478,227
84536B,fairy cakes notebook a7 size,0.42451754385964907,2861,131
84537B,fairy cakes gift bag,0.42,117,10
84539,knitted rabbit doll,1.65,33,9
84548,crochet bear redblue  keyring,1.65,41,11
84549,crochet white rabbit keyring,1.6277777777777775,64,9
84551,crochet dog keyring,1.6499999999999997,24,6
84555A,yellow vw beetle ceramic money box,2.9250000000000003,46,13
84558A,3d dog picture playing cards,2.947701149425287,1207,116
84559A,3d sheet of dog stickers,0.8551315789473684,1161,107
84559B,3d sheet of cat stickers,0.85,1140,97
84559D,3d sheet of sea world stickers,0.85,145,23
84562A,pinkwhite ribbed melamine jug,7.8754687500000005,143,48
84562B,bluewhite ribbed melamine jug,7.95,7,5
84563A,pink  white breakfast tray,5.131818181818182,92,26
84563B,blue  white breakfast tray,4.40945945945946,96,27
84564,6 segment coloured snack bowl,7.949999999999999,18,9
84568,girls alphabet iron on patches,0.205,33217,49
84569A,pack 3 iron on dog patches,1.2683333333333333,450,59
84569B,pack 3 fire enginecar patches,1.25,407,54
84569C,pack 4 flowerbutterfly patches,1.25,351,45
84569D,pack 6 hearticecream patches,1.2623469387755102,799,82
84575A,pink dog cannister,5.334615384615385,24,13
84576,blue cat biscuit barrel pink heart,4.173809523809524,84,19
84578,elephant toy with blue tshirt,3.7365000000000004,160,67
84580,mouse toy with pink tshirt,3.755956112852665,860,197
84581,dog toy with pink crochet skirt,3.748212290502793,441,125
84582,pink crochet cat with scarf,4.25,11,9
84584,pink gingham cat with scarf,2.55,207,47
84586L,pink rosesgingham patch rabbit 8,2.95,15,9
84592,crochet rose purse with suede back,2.95,163,33
84593,crochet rose des clothes hanger,2.95,25,7
84595B,large trifle design l blue bowl,3.05,229,13
84595E,large tortilla design red bowl,2.738888888888889,350,22
84596B,small dolly mix design orange bowl,0.701937984496124,5484,256
84596E,small licorice des pink bowl,1.1152380952380954,880,90
84596F,small marshmallows pink bowl,0.7151551312649164,4174,216
84596G,small chocolates pink bowl,0.709070796460177,1967,118
84596I,wrap sweets light pink small bowl,1.231,71,9
84596J,mixed nuts light green bowl,0.9570588235294117,676,50
84596K,jelly babies yellow small bowl,1.2440625,358,48
84596L,biscuits small bowl light blue,0.783923076923077,1262,78
84597B,retro brown ball ashtray,1.2289473684210528,195,11
84597C,retro pink ball ashtray,1.2277777777777779,352,21
84598,boys alphabet iron on patches,0.20609756097560974,18241,30
84600,new baroque jewellery box,7.8730769230769235,94,31
84601A,new baroque ivory cushion cover,2.7750000000000004,254,9
84609,tall rococo candle holder,8.407407407407407,129,23
84613A,pink new baroque flock candlestick,4.65,22,9
84613C,blue new baroque flock candlestick,4.580000000000001,62,11
84614A,pink baroque flock candle holder,5.95,13,7
84615,pink round butterfly mirror,3.861666666666667,235,13
84616,silver roccoco chandelier,23.55909090909091,69,19
84617,new baroque black boxes,12.75,11,7
84619,blue gingham rose quilt,33.18076923076923,69,22
84620,blue gingham rose cushion cover,5.95,111,41
84621,blue gingham rose floor cushion,7.950000000000001,27,9
84622,pink gingham rose cushion cover,5.95,21,7
84623,pink gingham rose floor cushion,6.7,53,8
84625A,pink new baroquecandlestick candle,1.848360655737705,788,40
84625B,blck new baroque candlestick candle,2.3323529411764707,180,15
84625C,blue new baroque candlestick candle,1.918421052631579,743,29
84625D,white newbaroque candlestick candle,2.0117021276595746,639,36
84627,candy stripe rose ccover,5.95,50,15
84629,white 3 frame birds and tree,12.796153846153846,24,12
84631,fruit tree and birds wall plaque,6.7,253,19
84632,decorative hanging shelving unit,58.95,14,8
84637,kitchen flower pots wall plaque,4.8106060606060606,487,28
84638,small kitchen flower pots plaque,5.353225806451613,356,27
84653,green rose quilt,45.2,10,8
84656,white rose ccover,5.95,20,12
84657,green rose cushion cover,3.6184210526315788,245,14
84658,white stitched cushion cover,6.601578947368421,198,50
84659A,white travel alarm clock,2.5254166666666666,311,55
84660A,white stitched wall clock,1.7083333333333333,851,34
84660B,black stitched wall clock,2.162272727272727,727,26
84660C,pink stitched wall clock,2.4009090909090913,689,29
84661A,white square table clock,1.9088,203,22
84661B,black square table clock,2.191923076923077,207,21
84661C,pink square table clock,1.3183333333333334,137,12
84663A,grass hopper wooden wall clock,3.290512820512821,345,34
84664,cherry blossom bathroom cabinet,4.95,192,17
84665,square cherry blossom cabinet,6.375531914893617,226,25
84666,square cherry blossom cabinet,3.9499999999999997,226,13
84670,japanese crocheted animal,0.4158857142857143,5092,114
84671B,crochet bear with blue stripes,2.55,98,20
84673A,pink fly swat,0.6466666666666667,457,57
84673B,blue fly swat,0.76025,420,65
84674,flying pig watering can,2.872043010752688,444,67
84675,frog king watering can,2.910227272727273,187,39
84676,bath duck watering can,2.8837755102040816,832,76
84678,classical rose small vase,2.3333333333333335,541,52
84680,classical rose urn,7.06764705882353,94,14
84682,classical rose dish,2.6950000000000003,283,31
84683,classical rose candlestand,1.13,509,18
84684,beach hut photo frame,1.9023809523809523,574,17
84685,beach hut key cabinet,3.240740740740741,359,46
84686,beach hut mirror,3.4072972972972972,344,33
84687,beach hut shelf w 3 drawers,5.084615384615385,292,43
84688,beach hut design blackboard,3.918085106382979,388,39
84689,s2 beach hut treasure chests,4.3161764705882355,305,29
84690,s2 beach hut stools,7.950000000000001,26,12
84691,pack 20 dolly pegs,0.8406111111111111,2616,124
84692,box of 24 cocktail parasols,0.42360433604336045,17299,348
84705A,english rose photo frame,4.65,14,5
84705C,pink flock photo frame,2.9500000000000006,160,5
84706A,english rose table clock,5.449999999999999,136,6
84706B,fairy cakes table clock,8.95,19,8
84706D,cherry blossom table clock,3.9499999999999997,216,14
84706F,red peony table clock,5.420588235294117,33,15
84707A,silver jewelled mirror trinket tray,9.70075,91,36
84707B,pink jewelled mirror trinket tray,9.31409090909091,47,22
84708B,pink jewelled photo frame,4.9195652173913045,126,36
84709A,silver oval jewelled mirror,5.95,21,11
84709B,pink oval jewelled mirror,5.919047619047619,111,32
84711A,silver oval shape trinket box,9.95,31,13
84711B,pink oval shape trinket box,9.95,20,11
84712B,pink jewelled photo frame,7.905833333333334,67,29
84715,set of 6 ice cream skittles,2.95,232,35
84723,cherry blossom canvas art picture,5.95,54,11
84725,freestyle canvas art picture,2.039285714285714,133,24
84732B,cute bird ceature screen,1.23,28,6
84732D,cute rabbit ceature screen,1.23,15,6
84741C,citrus garland felt flowers,1.95,180,42
84743C,orange felt vase  flowers,1.25,9,5
84744,s6 sew on crochet flowers,1.25,147,26
84745A,pink hanging gingham easter hen,0.42,72,13
84745B,blue hanging gingham easter hen,0.42,83,15
84746,pink easter hensflower,3.75,12,6
84748,folk felt hanging multicol garland,2.909375,980,27
84750A,pink small glass cake stand,1.9255102040816325,447,42
84750B,black small glass cake stand,1.7416363636363634,564,43
84751B,black medium glass cake stand,3.0100000000000002,38,18
84753A,pink eau de cologne bottle,0.85,85,14
84754,s15 silver glass baubles in bag,1.2431736526946109,1958,129
84755,colour glass tlight holder hanging,0.6429443447037702,39259,524
84760S,small hanging glasszinc lantern,1.45,197,24
84761,ivory hanging bird planter,2.5402173913043478,245,33
84762A,white picnic barbecue bucket,10.15,54,24
84762B,pink picnic barbecue bucket,9.15,82,19
84762C,green picnic barbecue bucket,8.616666666666667,78,18
84763,zinc finish 15cm planter pots,1.2461744966442954,1467,106
84766,silver rococo candle stick,4.57962962962963,200,24
84770,round georgian silver mirror,3.825,135,14
84773,red rose and lace ccover,2.95,187,34
84782A,pink 3 tier glass plate stand,9.903846153846153,119,24
84782B,black 3 tier glass plate stand,12.75,10,6
84782C,green 3 tier glass plate stand,9.616666666666667,74,18
84789,enchanted bird plant cage,3.6714285714285713,432,81
84791,gingham heart decoration,2.944666666666667,296,66
84792,enchanted bird coathanger 5 hook,4.621936218678816,2201,248
84795A,pastel stripe hammock,7.844736842105264,194,34
84795B,sunset check hammock,7.841566265060242,283,56
84795C,ocean stripe hammock,7.893396226415095,294,70
84795D,seaside stripe hammock,7.9089041095890416,179,53
84796A,pink hawaiian picnic hamper for 2,10.638,150,23
84796B,blue savannah picnic hamper for 2,10.325,230,28
84797A,pink hawaiian picnic hamper for 4,10.23,349,21
84797B,blue savannah picnic hamper for 4,8.450000000000001,310,22
84798A,pink foxglove artiifcial flower,2.5,186,9
84798B,purple foxglove artiifcial flower,2.0777777777777775,322,8
84799,sprig lavender artificial flower,1.0210344827586206,667,26
84800L,large whitepink rose art flower,1.8548648648648647,647,32
84800M,medium whitepink rose art flower,1.5853846153846154,249,25
84800S,small whitepink rose art flower,1.0989473684210527,388,19
84801A,pink hydrangea art flower,1.976,272,14
84801B,white hydrangea art flower,2.009375,202,14
84802A,white anemone artificial flower,1.6900000000000002,171,21
84802B,purple anemone artificial flower,1.53125,405,16
84803A,pink allium  artificial flower,1.69,109,16
84803B,white allium  artificial flower,1.69,40,10
84804A,cream delphinium artificial flower,2.6876470588235297,215,15
84804B,blue delphinium artificial flower,2.5040000000000004,355,17
84805A,cream climbing hydranga art flower,2.6214285714285714,145,7
84805B,blue climbing hydranga art flower,2.3,339,7
84806A,pink candystuft artificial flower,1.135,319,19
84806B,white candystuft artificial flower,1.3736666666666666,433,28
84807,red poppy artificial flower,1.5414285714285714,233,7
84809A,white chrysanthemums art flower,2.0077777777777777,259,18
84809B,pink chrysanthemums art flower,1.7875,296,7
84813,set of 4 diamond napkin rings,10.521159420289855,379,53
84815,set of 3 danish rose planters,4.152777777777778,906,34
84816,danish rose bedside cabinet,39.394444444444446,31,18
84817,danish rose decorative plate,1.6226923076923079,1051,70
84818,danish rose photo frame,1.7669934640522873,1691,122
84819,danish rose round sewing box,2.9108510638297873,907,82
84820,danish rose trinket trays,4.638979591836735,317,46
84821,danish rose deluxe coaster,0.7079411764705883,1306,50
84823,danish rose folding chair,12.363793103448277,120,29
84824,danish rose umbrella stand,15.83148148148148,33,23
84826,asstd design 3d paper stickers,0.6521153846153845,1731,48
84827,ass des phone sponge craft sticker,0.5513333333333333,1025,23
84828,jungle popsicles ice lolly holders,1.2752340425531916,2298,146
84830,large english arboretum,15.357142857142858,113,7
84832,zinc willie winkie  candle stick,0.8577483443708609,6166,281
84836,zinc metal heart decoration,1.2495665878644602,19328,662
84837,white sweethearts cabinet 4 drawers,12.615671641791044,239,109
84839,sweetheart key cabinet,6.602727272727273,1478,219
84840,sweetheart carryall basket,8.45952380952381,263,110
84842,hello sailor bathroom set,3.456153846153846,1495,22
84843,white soap rack with 2 bottles,5.905172413793103,247,66
84845C,carnation square handy tin,1.25,42,14
84845D,geranium square handy tin,1.25,41,11
84846A,scented candle in digitalis tin,2.1,232,39
84847,floral bathroom set,3.543513513513514,2315,32
84849A,hello sailor blue soap holder,1.6830434782608694,430,52
84849B,fairy soap soap holder,1.6825991189427312,1819,123
84849D,hot baths soap holder,1.6868421052631577,1518,122
84854,girly pink tool set,4.889655172413794,280,42
84855,blokey silver tool set,4.95,31,10
84856L,large tahiti beach bag,5.902727272727273,211,46
84856S,small tahiti beach bag,4.534137931034483,457,25
84857C,pink monte carlo handbag,2.8857142857142857,193,13
84858A,natural riviera handbag,5.278571428571429,52,7
84858B,blue riviera handbag,2.816666666666667,326,8
84858C,pink riviera handbag,4.905555555555556,344,22
84859A,silver disco handbag,2.9780769230769235,284,40
84859B,blue disco handbag,2.402,279,14
84859C,pink disco handbag,2.9357894736842107,302,29
84865,new baroque black photo album,7.75,64,26
84869,candy button photo album,3.6642857142857146,295,18
84870B,blue geisha girl,3.75,54,22
84870C,green geisha girl,3.75,54,21
84872A,teatime funky flower backpack for 2,16.95,7,6
84873A,funky flower picnic bag for 4,16.95,6,5
84874B,blue travel first aid kit,1.65,78,26
84875A,pink square compact mirror,3.75,15,10
84875B,green square compact mirror,1.4642857142857142,367,16
84875D,blue square compact mirror,1.722972972972973,371,17
84876B,green heart compact mirror,1.5178571428571428,327,22
84876D,blue heart compact mirror,2.5892857142857144,324,24
84877A,pink round compact mirror,3.5714285714285716,46,14
84877B,green round compact mirror,1.5833333333333333,227,13
84877D,blue round compact mirror,2.25,101,14
84879,assorted colour bird ornament,1.6761515601783061,78234,1010
84880,white wire egg holder,6.042553191489362,1668,185
84881,blue wire spiral candle holder,6.35,50,21
84882,green wire standing candle holder,3.75,55,22
84884A,ant white wire heart spiral,3.937546468401487,1654,195
84886,blue metal wall shelf,9.95,11,8
84891B,green wire goblet candleholder,7.95,7,5
84893,ant white iron basket,5.883333333333334,33,12
84898F,yellow flowers felt handbag kit,2.1,154,37
84899E,yellow  brown bear felt purse kit,1.25,46,11
84899F,yellow purple daisy felt purse kit,1.25,86,20
84901,black face lamb with pants,3.737142857142857,98,44
84902,pink knitted cow stuffed toy,3.728181818181818,58,28
84905,pink butterfly ccover,4.21,151,19
84906,pink bfly ccover w bobbles,5.061111111111112,58,14
84907,pinkyellow patch cushion cover,6.021428571428571,365,12
84909A,pink paisley quilt,17.329310344827586,208,24
84910A,pink paisley cushion cover,5.6274999999999995,412,37
84912A,pink rose washbag,3.732142857142857,891,59
84912B,green rose washbag,3.729651162790698,870,56
84913A,soft pink rose towel,4.65,110,26
84913B,mint green rose towel,4.65,104,27
84915,hand towel pink flower and daisy,4.08,208,15
84916,hand towel pale blue w flowers,4.663333333333333,230,28
84917,white hand towel with butterfly,3.738235294117647,183,16
84918,cream ccover w yellowgreen flower,6.361764705882353,113,15
84919,l blue ccover w pinkyellow flower,6.6642857142857155,260,20
84920,pink flower fabric pony,3.7203703703703703,145,43
84921,cream and pink flowers pony,3.75,27,13
84922,pink butterfly washbag,4.025,335,9
84923,pink butterfly handbag w bobbles,8.5,9,5
84924A,wake up cockerel calendar sign,3.9113043478260865,117,41
84924D,la palmiera metal sign calendar,3.1666666666666665,760,11
84924F,psychedelic metal sign calendar,1.7650000000000001,973,8
84925A,wake up cockerel wall thermometer,2.493333333333333,177,14
84925C,fairy cakes  wall thermometer,2.55,28,10
84925D,la palmiera wall thermometer,2.321153846153846,452,24
84925F,psychedelic wall thermometer,1.964516129032258,711,29
84926A,wake up cockerel tile coaster,0.6785714285714286,651,29
84926B,scotts roses tile coaster,1.25,54,8
84926C,fairy cakes tile coaster,1.25,125,17
84926D,la palmiera tile coaster,0.7589743589743589,762,29
84926E,flowers tile coaster,0.6260416666666667,1077,40
84926F,psychedelic tile coaster,0.9886666666666667,465,24
84927A,wake up cockerel tile hook,1.5964,218,22
84927D,la palmiera tile hook,1.3616666666666666,949,22
84927E,flowers tile hook,1.6648000000000003,489,22
84927F,psychedelic tile hook,1.0675471698113208,324,44
84929,asstd fruitflowers fridge magnets,0.3605555555555556,2928,82
84931A,pink scottie dog w flower pattern,2.5404255319148934,146,42
84931B,blue scottie dog w flower pattern,2.5326923076923076,219,44
84932A,small green peony folding stool,3.860416666666667,262,22
84932B,small pink peony folding stool,3.105882352941176,189,17
84932C,small oriental blue folding stool,3.105882352941176,282,31
84932D,small oriental red folding stool,3.3289473684210527,237,16
84933A,large green peony folding stool,4.716666666666666,131,5
84933B,large pink peony folding stool,3.408333333333333,136,5
84933C,large blue oriental folding stool,4.716666666666667,136,6
84934,asstd design pop art slim pen,0.85,684,12
84937,kashmir folkart tumblers,2.0901204819277113,2486,50
84944,set of 6 kashmir folkart baubles,3.2513245033112583,911,122
84945,multi colour silver tlight holder,0.8471959459459459,21125,344
84946,antique silver tea glass etched,1.233443113772455,31553,641
84947,antique silver tea glass engraved,1.2380069324090122,15028,312
84948,silver hanging tlight holder dome,1.65,268,28
84949,silver hanging tlight holder,1.632958199356913,11635,330
84950,assorted colour tlight holder,0.7336486486486486,5610,156
84951A,s4 pistachio lovebird coasters,1.412173913043478,461,37
84951B,s4 black lovebird coasters,1.4014634146341463,366,31
84952A,clear love bird tlight holder,3.807857142857143,84,13
84952B,black love bird tlight holder,3.0742857142857143,311,15
84952C,mirror love bird tlight holder,3.134,343,18
84963A,pink painted kashmiri chair,40.712500000000006,22,8
84963B,blue painted kashmiri chair,42.958333333333336,18,5
84967B,blue kashmiri occasional table,64.465,23,8
84968A,s16 vintage rose cutlery,12.688461538461539,351,66
84968B,s16 vintage ivory cutlery,12.705,280,51
84968C,s16 vintage pistachio cutlery,12.712886597938144,354,64
84968D,s16 vintage red cutlery,13.072372881355932,341,45
84968E,s16 vintage black cutlery,12.801774193548388,315,41
84968F,s16 vintage sky blue cutlery,12.722307692307693,155,52
84969,assorted colour set 6 teaspoons,4.316428571428571,645,100
84970L,single heart zinc tlight holder,0.9765096618357487,16445,463
84970S,hanging heart zinc tlight holder,0.8483304347826086,25389,616
84971L,large heart flowers hook,1.2413636363636362,568,37
84971S,small heart flowers hook,0.8506927710843374,6206,180
84972L,giant pink heart memo holder,3.95,112,41
84974,s2 zinc heart design planters,9.932758620689654,89,52
84975,heart shaped mirror,1.6757988165680473,1923,115
84976,rectangular shaped mirror,1.208095238095238,652,40
84977,wire flower tlight holder,1.25,220,34
84978,hanging heart jar tlight holder,1.2278837420526794,19012,525
84984A,green peony des ccover,4.0125,265,12
84984B,red peony des ccover,4.2,322,13
84984C,oriental blue ccover,3.8000000000000003,227,11
84984D,oriental red ccover,4.17,152,14
84985A,set of 72 green paper doilies,1.45,578,95
84985B,set of 72 black paper doilies,1.45,122,12
84986B,set of 36 silver paper doilies,1.45,415,58
84987,set of 36 teatime paper doilies,1.4528018575851394,7832,406
84988,set of 72 pink heart paper doilies,1.457540192926045,7595,379
84989A,75 green fairy cake cases,0.5479032258064517,2066,95
84989B,75 black fairy cake cases,0.538695652173913,985,34
84990,60 gold and silver fairy cake cases,0.5397604790419162,4201,112
84991,60 teatime fairy cake cases,0.5432928847214562,52828,822
84992,72 sweetheart fairy cake cases,0.5467901234567901,33936,614
84993A,75 green petit four cases,0.42,1343,88
84993B,75 black petit four cases,0.41999999999999993,521,57
84997A,green 3 piece mini dots cutlery set,3.8813868613138687,5093,278
84997B,red 3 piece mini dots cutlery set,3.843273305084746,8905,433
84997C,blue 3 piece mini dots cutlery set,3.83481522956327,8531,426
84997D,pink 3 piece mini dots cutlery set,3.8831150793650795,10284,431
85006,set 4 nursery des round boxes,2.439142857142857,3047,32
85007,set of 3 vintage tea time boxes,3.9,139,16
85008,set of 3 coney island oval boxes,4.7283333333333335,259,77
85014A,blackblue dots ruffled umbrella,5.9604672897196265,4566,361
85014B,redwhite dots ruffled umbrella,5.967304785894206,6018,437
85014C,bluebrown dots ruffled umbrella,5.843846153846155,539,55
85014D,pinkbrown dots ruffled umbrella,5.823837209302326,1912,73
85015,set of 12  vintage postcard set,1.3216666666666665,2709,133
85016,set of 6 vintage notelets kit,2.142857142857143,1450,60
85017A,envelope 50 romantic images,0.8340740740740741,924,45
85017B,envelope 50 blossom images,0.6221008403361344,1859,98
85017C,envelope 50 curious images,0.7906896551724137,931,44
85018A,s6 paper boxes romantic images,4.25,15,10
85018B,s6 paper boxes blossom images,4.25,15,10
85018D,yuletide images s6 paper boxes,2.023015873015873,762,57
85019A,romantic images notebook set,2.274390243902439,639,37
85019B,blossom  images notebook set,2.0,704,31
85019C,curious  images notebook set,2.9456521739130435,421,18
85020,round pink heart mirror,2.1,224,36
85023A,crystal large jewelled photo frame,2.55,22,9
85023B,eau de nile jewelled photoframe,2.5256756756756755,292,32
85023C,pink large jeweled photoframe,2.55,23,10
85024B,eau de nile jewelled photoframe,1.6404761904761902,218,19
85024C,pink small jewelled photoframe,1.65,99,33
85025B,eau de nile heart shape photo frame,1.6470588235294117,525,55
85025C,pink heart shape photo frame,1.6478494623655915,642,73
85026B,eau de nile jewelled tlight holder,0.85,161,20
85027L,french chateau large platter,4.65,190,36
85028L,french chateau large fruit bowl,5.042,269,22
85028S,french chateau small fruitbowl,3.1196969696969696,429,29
85030,french chateau oval platter,5.05344827586207,211,26
85031A,romantic images scrap book set,3.7815789473684216,386,36
85031B,blossom images scrap book set,3.3846153846153846,408,25
85031C,curious images scrap book set,3.7607142857142857,343,23
85032A,romantic images gift wrap set,0.9694915254237289,1383,103
85032B,blossom images gift wrap set,0.9099056603773585,929,95
85032C,curious images gift wrap set,0.9801980198019802,793,85
85032D,yuletide images gift wrap set,1.266923076923077,1008,89
85033G,set6 gold reindeer tlight candles,1.4444444444444444,201,16
85033S,set6 silver reindeer tlights,0.975,242,34
85034A,3 gardenia morris boxed candles,2.994273504273504,819,92
85034B,3 white choc morris boxed candles,2.4595575221238937,1105,95
85034C,3 rose morris boxed candles,2.183818181818182,1237,130
85035A,gardenia 3 wick morris boxed candle,3.800379746835443,613,113
85035B,chocolate 3 wick morris box candle,3.492857142857143,916,75
85035C,rose 3 wick morris box candle,2.9387356321839078,1302,129
85036A,gardenia 1 wick morris boxed candle,3.970993788819876,605,117
85036B,chocolate 1 wick morris box candle,3.0622784810126586,588,70
85036C,rose 1 wick morris boxed candle,3.0126016260162602,862,99
85038,6 chocolate love heart tlights,2.1045578231292517,2502,191
85039A,set4 red mini rose candle in bowl,1.4334444444444443,1117,61
85039B,s4 ivory mini rose candle in bowl,1.5186607142857143,1255,84
85039C,s4 black mini rose candle in bowl,1.364102564102564,413,27
85040A,s4 pink flower candles in bowl,1.6724924012158056,1905,193
85040B,set4 blue flower candles in bowl,1.6381856540084387,2415,132
85041,set4 pink orchid candles in bowl,1.6186585365853656,1818,64
85042,antique lily fairy lights,4.827192982456141,2668,142
85044,red reindeer string of 20 lights,4.86923076923077,131,26
85045,green christmas tree string 20light,4.891666666666667,457,60
85047,white beaded garland string 20light,6.299268292682926,994,137
85048,15cm christmas glass ball 20 lights,7.75091533180778,2525,309
85049A,traditional christmas ribbons,1.269391304347826,5802,387
85049B,lush greens ribbons,1.2488087774294672,2092,224
85049C,romantic pinks ribbons,1.2517735042735043,2927,303
85049D,bright blues ribbons,1.2494986807387862,2283,263
85049E,scandinavian reds ribbons,1.2699570815450645,5933,434
85049F,baby boom ribbons,1.2493666666666667,2074,206
85049G,chocolate box ribbons,1.2607822410147993,3761,288
85049H,urban black ribbons,1.186588785046729,1627,154
85053,french enamel candleholder,2.12565371024735,1845,185
85054,french enamel pot w lid,2.8583435582822085,843,107
85055,french enamel utensil holder,3.72,316,62
85059,french enamel water basin,3.5215972222222223,536,108
85060,wood fan with flower design,1.232027027027027,1391,53
85061W,white jewelled heart decoration,0.8508720930232557,5858,201
85062,pearl crystal pumpkin tlight hldr,1.6487234042553192,3648,172
85063,cream sweetheart magazine rack,16.723333333333333,275,104
85064,cream sweetheart letter rack,5.396820083682009,1538,172
85065,cream sweetheart trays,12.508620689655173,582,162
85066,cream sweetheart mini chest,12.656833740831297,2948,471
85067,cream sweetheart wall cabinet,18.510129032258064,472,110
85068,cream sweetheart shelf  hooks,7.726228571428571,922,130
85071A,blue charlielola personal doorsign,1.1821428571428574,1839,106
85071B,red charlielola personal doorsign,1.042695035460993,2291,123
85071C,charlielolaextremely busy sign,1.1292929292929292,1197,85
85071D,charlielola my room door sign,1.0934831460674157,838,78
85078,scandinavian 3 hearts napkin ring,0.38465116279069766,2044,63
85079,embroidered reindeer decoration,1.5757142857142858,18,6
85080,padded red heart decoration,0.5331818181818182,113,19
85081,padded holly christmas decoration,0.45952380952380956,100,20
85084,holly top christmas stocking,0.8629230769230769,605,53
85086A,candy spot heart decoration,0.85,396,44
85087,candy spot cushion cover,2.947142857142857,113,21
85088,candy spot hand bag,2.1811111111111114,273,38
85089,candy spot bunny,2.886842105263158,87,15
85090,candy spot apron,4.65,82,26
85091,candy spot bread baskets,3.485714285714286,337,14
85092,candy spot tea cosy,2.6,374,14
85093,candy spot egg warmer hare,0.887,1044,57
85094,candy spot egg warmer rabbit,0.5226190476190476,609,40
85095,three canvas luggage tags,2.200909090909091,90,9
85096,hilda candy spot rabbit,3.75,142,42
85097B,blue rocking singing canary,3.75,101,25
85098B,blue flying singing canary,3.731176470588235,328,61
85099B,jumbo bag red white spotty,1.9606614077669904,93436,978
85099C,jumbo  bag baroque black white,1.9575478142076501,28899,506
85099F,jumbo bag strawberry,1.9569180327868854,35842,549
85103,silver tlight setting,6.616666666666667,248,46
85104,silver glass tlight set,2.984814814814815,327,40
85106,cut glass hexagon tlight holder,2.3779999999999997,1022,40
85107,cut glass tlight holder octagon,2.265151515151515,1169,56
85109,pink boudoir tlight holder,0.69,4203,17
85110,black silver flower tlight holder,0.45526315789473687,11512,17
85111,silver glitter flower votive holder,0.41,2872,50
85112,s3 tear drop cut glass decoration,1.2173913043478262,429,20
85113,polka dot pistachio pail,2.0906818181818183,279,36
85114A,black enchanted forest placemat,1.630722891566265,1179,46
85114B,ivory enchanted forest placemat,1.6424050632911393,1753,99
85114C,red enchanted forest placemat,1.6454545454545453,961,79
85116,black candelabra tlight holder,1.3243396226415094,1173,40
85117,nightingale coathook white,1.6300000000000001,317,29
85118,heart tlight holder,0.8991935483870968,2027,55
85119,watering can single hook pistachio,1.6748717948717946,412,36
85121B,retro laundry tub pink,8.5,60,27
85121C,retro laundry tub pistachio,8.5,85,39
85123A,white hanging heart tlight holder,2.870696794744177,91814,1490
85124A,pink juicy fruit photo frame,2.5307142857142852,339,43
85124B,blue juicy fruit photo frame,2.5446428571428568,331,45
